BUSINESSID,X_Coord,Y_Coord,PARENTNAME,NAME,TRAFFIC_ZONE,FULL_ADDRESS,STREET_NUM,STREET_NAME,STREET_TYPE,STREET_DIR,UNIT_NUM,COMMUNITY,MUNICIPALITY,PROVINCE,COUNTRY,POST_CODE,MAIL_FULL_ADDRESS,MAIL_STREET_NUM,MAIL_STREET_NAME,MAIL_STREET_TYPE,MAIL_STREET_DIR,MAIL_UNIT_NUM,MAIL_COMMUNITY,MAIL_MUNICIPALITY,MAIL_PROVINCE,MAIL_COUNTRY,MAIL_POST_CODE,MAIL_POBOX,PRIM_NAICS,PRIM_NAICS_DESC,SEC_NAICS,SEC_NAICS_DESC,PRIM_BUS_CLUSTER,SEC_BUS_CLUSTER,BUS_ACTIVITY_DESC,MANUFACTURER,CAN_HEADOFFICE,HEADOFFICEPROVSTATE,HEADOFFICECOUNTRY,EMPLOYEE_RANGE,YR_CURRENTLOC,WEBSITE,GEN_BUS_EMAIL,PHONE_NO,PHONE_EXT,FAX_NO,TOLLFREE_NO,TOLLFREE_EXT,UPDATEMETHOD,LAST_SURVEYED,LAST_UPDATED
102397,632683,4853628, ,IRONSTONE FITNESS,1178,70 DON PARK ROAD,70,DON PARK,Road, ,6-May,Markham,Markham,ONTARIO,CANADA,L3R1G4,70 DON PARK ROAD,70,DON PARK,Road, ,6-May,Markham,Markham,ONTARIO,CANADA,L3R1G4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS CENTER PROVIDE FITNESS TRAINING COURSES. PERSONAL TRAINING AND GROUP FITNESS.,0,0,NA,NOT APPLICABLE,9-May,2015,WWW.IRONSTONEFITNESS.CA,INFO@IRONSTONEFITNESS.CA,905-604-5556,0, , , ,email,12/20/2019,7/24/2019
102445,635825,4854736, ,SUNNY SPORT LTD,1180,195 CLAYTON DRIVE,195,CLAYTON,Drive, ,6-May,Markham,Markham,ONTARIO,CANADA,L3R7P3,195 CLAYTON DRIVE,195,CLAYTON,Drive, ,6-May,Markham,Markham,ONTARIO,CANADA,L3R7P3, ,41411,AMUSEMENT AND SPORTING GOODS MERCHANT WHOLESALERS,44819, , , ,THEY DO NOT MANUFACTURE ON SITE. THEY ARE PARTNERED UP WITH SEVERAL MANUFACTURERES. THEY RETAIL AND WHOLESALE CLOTHING FOR CAMPING AND OUTDOOR SPORTS LIKE HIKING AND WATER SPORTS,0,0,NA,NOT APPLICABLE,19-Oct,2009,WWW.SEASONSGROUP.COM,INFO@SEASONSGROUP.COM,905-479-0770,0, , , ,In Person,12/20/2019,5/31/2019
102589,615629,4849068, ,MACRON,1045,200 TROWERS ROAD,200,TROWERS,Road, ,2,Woodbridge,Vaughan,ONTARIO,CANADA,L4L5J6,200 TROWERS ROAD,200,TROWERS,Road, ,2,Woodbridge,Vaughan,ONTARIO,CANADA,L4L5J6, ,45111,SPORTING GOODS STORES, , , , ,WHOLESALE SPORTING GOODS STORE,0,0,NA,NOT APPLICABLE,4-Jan,2018,WWW.MACRONONTARIO.CA, ,416-856-5875,0, , , ,Phone,12/20/2019,8/20/2019
102644,616967,4850120, ,INTEGRITY FITNESS,1049,51 JEVLAN DRIVE,51,JEVLAN,Drive, ,4,Woodbridge,Vaughan,ONTARIO,CANADA,L4L8C2,51 JEVLAN DRIVE,51,JEVLAN,Drive, ,4,Woodbridge,Vaughan,ONTARIO,CANADA,L4L8C2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,WOMEN'S ONLY GYM AND FITNESS CENTRE INCLUDING PERSONAL TRAINING AND BOOT CAMP CLASS.,0,0,ON,NOT APPLICABLE,NOT AVAILABLE,0,WWW.INTEGRITYFITNESS.CA,SCHEDULE@INTEGRITYFITNESS.CA,905-851-7722,0, , , ,Phone,12/20/2019,5/14/2018
102654,617245,4848371, ,LIFE TIME ATHLETIC VAUGHAN,1374,7405 WESTON ROAD,7405,WESTON,Road, , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4L0H3,7405 WESTON ROAD,7405,WESTON,Road, , ,Woodbridge,Vaughan,ONTARIO,CANADA,L4L0H3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,61162,ATHLETIC INSTRUCTION, , ,"GYM, FITNESS INSTRUCTIONS, HEALTH CLUB",0,0,ON,USA,100-499,2016,WWW.LIFETIMEFITNESS.COM/EN/CLUBS/VAUGHAN-ON/YOUR-LT., ,289-290-6600,0, ,855-430-5433, ,Phone,12/20/2019,8/21/2017
102761,631840,4856283, ,FIT 4 LESS,1162,71 COCHRANE DRIVE,71,COCHRANE,Drive, , ,Markham,Markham,ONTARIO,CANADA,L3R9S1,71 COCHRANE DRIVE,71,COCHRANE,Drive, , ,Markham,Markham,ONTARIO,CANADA,L3R9S1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS GYM, MEMBERS ONLY, SMALL POTION RETAIL OF DRINKS/JUICES",0,0,ON,NOT APPLICABLE,9-May,2016,WWW.FIT4LESS.CA,MARKHAMCOCHRANE@FIT4LESS.CA,905-475-7655,0, , , ,In Person,12/20/2019,8/12/2019
102841,617946,4853153, ,BIKE RACK,1376,80 BASS PRO MILLS DRIVE,80,BASS PRO MILLS,Drive, ,24,Concord,Vaughan,ONTARIO,CANADA,L4K5W9,80 BASS PRO MILLS DRIVE,80,BASS PRO MILLS,Drive, ,24,Concord,Vaughan,ONTARIO,CANADA,L4K5W9, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,BIKE RACK STORAGE AND DISTRIBUTION.,0,0,NA,NOT APPLICABLE,9-May,2004,WWW.BIKERACK.CA,INFO@BIKERACK.CA,416-927-7499,0,416-927-7499, , ,Phone,12/20/2019,8/16/2017
102899,617575,4852921, ,STUDIO LAGREE BOXING AND STUDIO K-O.,1376,1033 EDGELEY BOULEVARD,1033,EDGELEY,Boulevard, ,1,Concord,Vaughan,ONTARIO,CANADA,L4K0B9,1033 EDGELEY BOULEVARD,1033,EDGELEY,Boulevard, ,1,Concord,Vaughan,ONTARIO,CANADA,L4K0B9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,TEACHING LARGE AND SPIN CLASSES.,0,0,ON,NOT APPLICABLE,19-Oct,2016,WWW.STUDIOLAGREE.COM,INFO@STUDIOLAGREE.COM,905-738-7800,0, , , ,In Person,12/20/2019,6/13/2019
103016,621343,4851532, ,VOLVIK,1083,163 BOWES ROAD,163,BOWES,Road, ,2,Concord,Vaughan,ONTARIO,CANADA,L4K1H3,163 BOWES ROAD,163,BOWES,Road, ,2,Concord,Vaughan,ONTARIO,CANADA,L4K1H3, ,45111,SPORTING GOODS STORES, , , , ,RETAIL GOLF BALLS,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,0,WWW.VOLVIK.COM, , ,0, , , ,Phone,12/20/2019,8/12/2016
103427,628544,4861928,TOWN OF RICHMOND HILL,RICHMOND GREEN SPORTS CENTRE,1135,1300 ELGIN MILLS ROAD EAST,1300,ELGIN MILLS,Road,E, ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4S1M5,1300 ELGIN MILLS ROAD EAST,1300,ELGIN MILLS,Road,E, ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4S1M5, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,SPORTS CENTRE AND PARK.,0,0,ON,NOT APPLICABLE,20-49,2016,WWW.RICHMONDHILL.CA/EN/THINGS-TO-DO/RICHMOND-GREEN-S,INFO@RICHMONDHILLSOCCER.COM,905-737-1236,0, , , ,other,12/20/2019,8/19/2019
103888,634088,4854870, ,UNIONVILLE FITNESS,1179,461 ALDEN ROAD,461,ALDEN,Road, , ,Markham,Markham,ONTARIO,CANADA,L3R3L4,17 BURNDENDFORD CRESCENT,17,BURNDENDFORD,Crescent, , ,Unionville,Markham,ONTARIO,CANADA,L3P7Z3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"PERSONAL TRAINING, BOOT CAMPS AND NUTRITION CONSULTATION",0,0,NA,NOT APPLICABLE,4-Jan,2016,WWW.UNIONVILLEFITNESS.CA,INFO@UNIONVILLEFITNESS.CA,416-843-5925,0, , , ,Phone,12/20/2019,8/31/2018
104387,624313,4875211, ,9ROUND FITNESS,1237,233 EARL STEWART DRIVE,233,EARL STEWART,Drive, ,13,Aurora,Aurora,ONTARIO,CANADA,L4G7Y3,233 EARL STEWART DRIVE,233,EARL STEWART,Drive, ,13,Aurora,Aurora,ONTARIO,CANADA,L4G7Y3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,SPECIALIZED FITNESS CENTRE DESIGNED TO DELIVER TOTAL BODY WORKOUT IN 30 MINUTES,0,0,NA,USA,9-May,2016,WWW.9ROUND.COM/AURORAON, ,905-251-4729,0, , , ,Phone,12/20/2019,6/26/2018
104400,624369,4875019, ,LA FITNESS,1237,15650 BAYVIEW AVENUE,15650,BAYVIEW,Avenue, , ,Aurora,Aurora,ONTARIO,CANADA,L4G6J1,15650 BAYVIEW AVENUE,15650,BAYVIEW,Avenue, , ,Aurora,Aurora,ONTARIO,CANADA,L4G6J1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS AND HEALTH CLUB. OFFERS GROUP FITNESS CLASSES AND PERSONAL TRAINING,0,0,NA,USA,20-49,2015,WWW.LAFITNESS.COM,FITNESS@INTL.COM,289-648-3973,0, , , ,In Person,12/20/2019,6/21/2019
104707,639803,4859870, ,WHACKERS GOLF,1448,14 CHURCH STREET,14,CHURCH,Street, , ,Markham,Markham,ONTARIO,CANADA,L3P2L4,14 CHURCH STREET,14,CHURCH,Street, , ,Markham,Markham,ONTARIO,CANADA,L3P2L4, ,45111,SPORTING GOODS STORES, , , , ,E-COMMERCE RETAIL SALES OF GOLF APPAREL AND SPECIALTY GOODS,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,2017,WWW.WHACKERSGOLF.COM,INFO@WHACKERSGOLF.CA,647-520-8715,0, , , , ,4/8/2020,5/26/2017
104785,625764,4879671, ,MODA YOGA,1265,17235 LESLIE STREET,17235,LESLIE,Street, ,1,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8E4,17235 LESLIE STREET,17235,LESLIE,Street, ,1,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8E4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"VARIOUS TYPE OF YOGA CLASSES AND GUIDED MEDITATION. RETAILS YOGA MATS, TOWELS, AND WATER BOTTLES",0,0,NA,NOT APPLICABLE,4-Jan,2016,WWW.MODAYOGANEWMARKET.COM,INFO@YODAMODANEWMARKET.COM,905-952-0101,0, , , ,In Person,12/20/2019,6/7/2019
104789,625347,4881824, ,FOREVER FIT,1264,18075 LESLIE STREET,18075,LESLIE,Street, ,1,Newmarket,Newmarket,ONTARIO,CANADA,L3Y9A4,18075 LESLIE STREET,18075,LESLIE,Street, ,1,Newmarket,Newmarket,ONTARIO,CANADA,L3Y9A4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,FITNESS GYM FOR WOMEN,0,0,NA,NOT APPLICABLE,4-Jan,2017,WWW.FOREVERFITNEWMARKET.COM,INFO@FOREVERFITNEWMARKET.COM,905-235-8643,0, , , ,Phone,12/20/2019,5/22/2019
104933,640904,4870301, ,THE BIKE ASYLUM,1302,6380 MAIN STREET,6380,MAIN,Street, ,8-Jul,Stouffville,Whitchurch-Stouffville,ONTARIO,CANADA,L4A1G3,6380 MAIN STREET,6380,MAIN,Street, ,8-Jul,Stouffville,Whitchurch-Stouffvil,ONTARIO,CANADA,L4A1G3, ,45111,SPORTING GOODS STORES, , , , ,"RETAIL AND SERVICES BICYCLES, PARTS, AND ACCESSORIES",0,0,NA,NOT APPLICABLE,9-May,2017,WWW.BIKEASYLUM.COM,INFO@THEBIKEASYLUM.COM,905-591-7700,0, , , ,other,12/20/2019,6/4/2019
105103,618565,4857213, ,COACH J FITNESS STUDIO,1072,20 CRANSTON PARK AVENUE,20,CRANSTON PARK,Avenue, ,5,Maple,Vaughan,ONTARIO,CANADA,L6A2W2,20 CRANSTON PARK AVENUE,20,CRANSTON PARK,Avenue, ,5,Maple,Vaughan,ONTARIO,CANADA,L6A2W2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,GROUP FITNESS CLASSES AND PERSONAL TRAINING,0,0,NA,NOT APPLICABLE,4-Jan,2017,WWW.COACHJ.CA,INFO@COACHJ.CA,905-882-7799,0, , , ,Phone,12/20/2019,5/31/2018
105245,625762,4880523, ,RANGEVIEW SPORTS,1264,1111 DAVIS DRIVE,1111,DAVIS,Drive, ,28B,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8X2,1111 DAVIS DRIVE,1111,DAVIS,Drive, ,28B,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8X2, ,45111,SPORTING GOODS STORES, , , , ,"RETAIL OF FIREARMS, OUTDOOR OUTFITTERS, KNIFES, FISHING, CAMPING",0,0,NA,NOT APPLICABLE,9-May,2017,WWW.RANGEVIEWSPORTS.CA,SERVICE@RANGEVIEWSPORTS.CA,905-868-6666,0,905-730-0907, , ,In Person,12/20/2019,6/4/2019
105386,621230,4857915, ,THE TITLEIST NATIONAL FITTING CENTRE,1077,10000 DUFFERIN STREET,10000,DUFFERIN,Street, , ,Maple,Vaughan,ONTARIO,CANADA,L6A1S3,10000 DUFFERIN STREET,10000,DUFFERIN,Street, , ,Maple,Vaughan,ONTARIO,CANADA,L6A1S3, ,45111,SPORTING GOODS STORES, , , , ,GOLF CLUB EQUIPMENT FITTING,0,0,ON,NOT APPLICABLE,4-Jan,2004,WWW.TITLEIST.CA,RYAN_GOODRIDGE@ACUSHNETGOLF.COM,905-553-8555,0, ,877-928-8898, ,In Person,12/20/2019,5/22/2019
105570,622809,4896853, ,ANCHOR,1340,443 THE QUEENSWAY SOUTH,443,THE QUEENSWAY, ,S,70,Keswick,Georgina,ONTARIO,CANADA,L4P3J4,443 THE QUEENSWAY SOUTH,443,THE QUEENSWAY, ,S,70,Keswick,Georgina,ONTARIO,CANADA,L4P3J4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"CLINIC CHIROPRACTIC, MASSAGE THERAPY, PHYSIOTHERAPY, HOMEOPATHY. FITNESS AND RECREATION FACILITY. SUMMER CAMPS, PERSONAL TRAINING. WELL-BEING SERVICES, YOGA AND CROSS-FIT",0,0,NA,NOT APPLICABLE,20-49,2017,WWW.ANCHORHERE.CA,ANCHORHERE.CA@GMAIL.COM,905-535-4449,0, , , ,In Person,12/20/2019,5/31/2019
105574,627039,4851155, ,ALKA'S TOTAL FITNESS,1147,7163 YONGE STREET,7163,YONGE,Street, ,117,Thornhill,Markham,ONTARIO,CANADA,L3T0C6,7163 YONGE STREET,7163,YONGE,Street, ,117,Thornhill,Markham,ONTARIO,CANADA,L3T0C6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS AND GYM CLASSES, INSTRUCTION AND PERSONAL TRAINING",0,0,NA,NOT APPLICABLE,NOT AVAILABLE,0, , ,416-565-4962,0, , , ,Phone,12/20/2019,7/20/2017
105651,632300,4854581, ,MARKHAM WEST FIT BODY BOOT CAMP,1161,7780 WOODBINE AVENUE,7780,WOODBINE,Avenue, ,9,Markham,Markham,ONTARIO,CANADA,L3R2N7,7780 WOODBINE AVENUE,7780,WOODBINE,Avenue, ,9,Markham,Markham,ONTARIO,CANADA,L3R2N7, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,GROUP FITNESS TRAINING AND EXERCISE  FOR FAT LOSS,0,0,NA,USA,4-Jan,2015,WWW.CANADAFITBODYBOOTCAMP.CA,INFO@MARKHAMWESTFITBODY.COM,416-896-2120,0, , , ,Phone,12/20/2019,8/23/2019
105670,617269,4854019, ,9ROUND FITNESS,1058,3300 RUTHERFORD ROAD,3300,RUTHERFORD,Road, ,A5,Concord,Vaughan,ONTARIO,CANADA,L4K5Z2,3300 RUTHERFORD ROAD,3300,RUTHERFORD,Road, ,A5,Concord,Vaughan,ONTARIO,CANADA,L4K5Z2, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,KICKBOXING GYM AND TRAINERS ON SITE,0,0,NA,NOT APPLICABLE,4-Jan,2017,WWW.9ROUND.COM,9ROUND@WOODBRIDGE.COM,647-801-5425,0, , , ,In Person,12/20/2019,5/29/2019
105705,623746,4855933, ,ORANGETHEORY FITNESS,1094,9200 BATHURST STREET,9200,BATHURST,Street, ,25B,Thornhill,Vaughan,ONTARIO,CANADA,L4J8W1,9200 BATHURST STREET,9200,BATHURST,Street, ,25B,Thornhill,Vaughan,ONTARIO,CANADA,L4J8W1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,GROUP PERSONAL TRAINING FACILITY AND HIIT CLASSES,0,0,AB,USA,9-May,2017,WWW.ORANGETHEORYFITNESS.COM,STUDIOCA008@ORANGETHEORYFITNESS.CA,289-809-4303,0, , , ,In Person,12/20/2019,5/28/2019
105921,626705,4853509, ,JAZZERCISE THORNHILL FITNESS STUDIO,1426,10 ROYAL ORCHARD BOULEVARD,10,ROYAL ORCHARD,Boulevard, ,5,Thornhill,Markham,ONTARIO,CANADA,L3T3C3,10 ROYAL ORCHARD BOULEVARD,10,ROYAL ORCHARD,Boulevard, ,5,Thornhill,Markham,ONTARIO,CANADA,L3T3C3, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"FITNESS STUDIO, PROVIDE FITNESS CLASSES",0,0,NA,NOT APPLICABLE,19-Oct,2017,WWW.JAZZERCISE.COM, ,647-544-6810,0, , , ,In Person,12/20/2019,6/5/2017
106233,640672,4870045, ,STOUFFVILLE YOGA LIFE INC.,1300,42 SOMERVILLE STREET,42,SOMERVILLE,Street, , ,Stouffville,Whitchurch-Stouffville,ONTARIO,CANADA,L4A1G6,42 SOMERVILLE STREET,42,SOMERVILLE,Street, , ,Stouffville,Whitchurch-Stouffvil,ONTARIO,CANADA,L4A1G6, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES,45111,SPORTING GOODS STORES, , ,"YOGA, MEDITATION AND PILATES FITNESS CENTERS. RETAILS YOGA MATS AND CLOTHING. ALSO DOES MASSAGE THERAPY, ACUPUNCTURE AND CHINESE MEDICINE. REKEI.",0,0,NA,NOT APPLICABLE,19-Oct,2015,WWW.STOUFFVILLEYOGALIFE.COM,INFO@STOUFFVILLEYOGALIFE.COM,905-591-5433,0, , , ,In Person,12/20/2019,6/4/2019
106325,634245,4855304, ,BOLLIN CANADA,1179,610 ALDEN ROAD,610,ALDEN,Road, ,101,Markham,Markham,ONTARIO,CANADA,L3R9Z1,610 ALDEN ROAD,610,ALDEN,Road, ,101,Markham,Markham,ONTARIO,CANADA,L3R9Z1, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,DISTRIBUTOR AND WHOLESALER OF OUTDOOR AND SPORTS WARE TO COMMERCIAL RETAIL STORES.,0,0,NA,UK,9-May,2017,WWW.OSCNAINC.COM,SALES@OSCNAINC.COM,905-940-9511,0,416-352-0115, , ,In Person,12/20/2019,7/23/2019
106624,625692,4856936, ,SPORTING LIFE,1399,9350 YONGE STREET,9350,YONGE,Street, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C5G2,9350 YONGE STREET,9350,YONGE,Street, , ,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C5G2, ,45111,SPORTING GOODS STORES,44814,FAMILY CLOTHING STORES, , ,RETAIL SPORTING GOODS AND CLOTHING,0,0,ON,NOT APPLICABLE,50-99,2016,WWW.SPORTINGLIFE.CA, ,905-292-0001,0,905-292-0002, , ,In Person,12/20/2019,7/29/2019
106652,617931,4856171, ,ORANGETHEORY FITNESS,1069,2911 MAJOR MACKENZIE DRIVE WES,2911,MAJOR MACKENZIE,Drive,W, ,Maple,Vaughan,ONTARIO,CANADA,L6A3N9,2911 MAJOR MACKENZIE DRIVE WES,2911,MAJOR MACKENZIE,Drive,W, ,Maple,Vaughan,ONTARIO,CANADA,L6A3N9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,HIIT TRAINING FACILITY OFFERING GROUP PERSONAL TRAINING,0,0,AB,USA,19-Oct,2017,WWW.ORANGETHEORYFITNESS.COM, ,905-231-3872,0, , , ,In Person,12/20/2019,6/19/2019
106672,634016,4854767, ,AKASA YOGA,1179,401 ALDEN ROAD,401,ALDEN,Road, ,8,Markham,Markham,ONTARIO,CANADA,L3R4N4,401 ALDEN ROAD,401,ALDEN,Road, ,8,Markham,Markham,ONTARIO,CANADA,L3R4N4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,YOGA STUDIO,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,0, , ,289-378-8700,0, , , ,Phone,12/20/2019,9/1/2017
106673,634016,4854767, ,PRIME BODY FITNESS,1179,401 ALDEN ROAD,401,ALDEN,Road, ,10,Markham,Markham,ONTARIO,CANADA,L3R4N4,401 ALDEN ROAD,401,ALDEN,Road, ,10,Markham,Markham,ONTARIO,CANADA,L3R4N4, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,"WEIGHT LOSS,  MUSCLE DEVELOPMENT, NUTRITIONAL GUIDANCE, POST REHABILITATION TRAINING.",0,0,NA,NOT APPLICABLE,4-Jan,2016,WWW.PRIMEBODYFITNESS.CA,HBING2003@HOTMAIL.COM,647-967-1200,0, , , ,Phone,12/20/2019,7/17/2018
106888,623831,4873022, ,SATORI UNIFORMS,1454,25 INDUSTRY STREET,25,INDUSTRY,Street, ,4,Aurora,Aurora,ONTARIO,CANADA,L4G1X6,25 INDUSTRY STREET,25,INDUSTRY,Street, ,4,Aurora,Aurora,ONTARIO,CANADA,L4G1X6, ,45111,SPORTING GOODS STORES, , , , ,"RETAIL AND WHOLESALE MARTIAL ARTS UNIFORMS, LIMITED MANUFACTURING OF CUSTOM MADE TO MEASURE UNIFORMS",0,0,NA,NOT APPLICABLE,4-Jan,2015,WWW.SATORI-GI.COM,UNIFORMS@SATORI-GI.COM,905-503-6752,0, ,877-622-8622, ,In Person,12/20/2019,6/21/2019
107027,621350,4853992, ,FIT GIRLS,1082,50 RITIN LANE,50,RITIN,Lane, ,23,Concord,Vaughan,ONTARIO,CANADA,L4K4C9,50 RITIN LANE,50,RITIN,Lane, ,23,Concord,Vaughan,ONTARIO,CANADA,L4K4C9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,SMALL GROUP PERSONAL TRAINING AND BOOT CAMPS FOR GIRLS AGES 8-16,0,0,NA,NOT APPLICABLE,4-Jan,0,WWW.FITGIRLS.CA, ,416-937-5548,0, , , ,Phone,12/20/2019,6/4/2019
107140,632152,4857326, ,THE YOGA MAT,1172,115 APPLE CREEK BOULEVARD,115,APPLE CREEK,Boulevard, ,201A,Markham,Markham,ONTARIO,CANADA,L3R6C9,115 APPLE CREEK BOULEVARD,115,APPLE CREEK,Boulevard, ,201A,Markham,Markham,ONTARIO,CANADA,L3R6C9, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,YOGA STUDIO,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,0,WWW.THEYOGAMAT.CA, ,647-961-4363,0, , , ,Phone,12/20/2019,7/10/2017
107190,636353,4857419, ,ALPHA TEAM RACING,1445,8339 KENNEDY ROAD,8339,KENNEDY,Road, ,2703,Unionville,Markham,ONTARIO,CANADA,L3R5T5,8339 KENNEDY ROAD,8339,KENNEDY,Road, ,2703,Unionville,Markham,ONTARIO,CANADA,L3R5T5, ,45111,SPORTING GOODS STORES,53229,OTHER CONSUMER GOODS RENTAL, , ,"RETAIL AND RENTAL STORE FOR MOTORCYCLE GEAR INCLUDING TRACKSUITS, JACKETS HELMETS, SAFETY GEAR",0,0,NA,NOT APPLICABLE,4-Jan,0,WWW.ALPHATEAMRACING.COM, ,416-802-1282,0, , , ,In Person,12/20/2019,7/5/2017
107281,621956,4876694, ,9ROUND 30 MIN KICKBOX,1248,16640 YONGE STREET,16640,YONGE,Street, ,6A,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8G8,16640 YONGE STREET,16640,YONGE,Street, ,6A,Newmarket,Newmarket,ONTARIO,CANADA,L3Y8G8, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,KICK BOX FITNESS GYM,0,0,NA,NOT APPLICABLE,9-May,2016,WWW.9ROUND.COM, ,905-235-6633,0, , , ,Phone,12/20/2019,7/7/2017
107505,622069,4852883, ,SPARTACUS SOCCER,1084,6 BRADWICK DRIVE,6,BRADWICK,Drive, , ,Concord,Vaughan,ONTARIO,CANADA,L4K2T3,6 BRADWICK DRIVE,6,BRADWICK,Drive, , ,Concord,Vaughan,ONTARIO,CANADA,L4K2T3, ,71121,SPECTATOR SPORTS, , , , ,ATHLETIC ORGANIZATION AND CLUB,0,0,NA,NOT APPLICABLE,4-Jan,0,WWW.SPARTACUSSOCCER.CA, ,905-669-5663,0, , , ,In Person,12/20/2019,7/3/2019
107509,642114,4860697, ,MARKHAM WOODHAVEN YMCA CENTRE,1223,380 CHURCH STREET,380,CHURCH,Street, , ,Markham,Markham,ONTARIO,CANADA,L6B1E1,380 CHURCH STREET,380,CHURCH,Street, , ,Markham,Markham,ONTARIO,CANADA,L6B1E1, ,71394,FITNESS AND RECREATIONAL SPORTS CENTRES, , , , ,CHILDCARE CENTRE,0,0,ON,NOT APPLICABLE,9-May,2000,WWW.YMCAGTA.ORG, ,905-472-3320,0, , , ,Phone,12/20/2019,8/8/2019
107632,632683,4853628, ,1133201 ONTARIO LIMITED,1178,70 DON PARK ROAD,70,DON PARK,Road, ,10,Markham,Markham,ONTARIO,CANADA,L3R1G4,70 DON PARK ROAD,70,DON PARK,Road, ,10,Markham,Markham,ONTARIO,CANADA,L3R1G4, ,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , , , ,WHOLESALE OF FISHING EQUIPMENT.,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,2016,WWW.PHENIXCANADA.COM,INFO@PHENIXCANADA.COM,416-722-2998,0,905-604-6990, , ,Phone,12/20/2019,8/31/2018
107686,626053,4861836, ,ACTIVE SPORTS INC.,1413,636 EDWARD AVENUE,636,EDWARD,Avenue, ,10,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C0V4,636 EDWARD AVENUE,636,EDWARD,Avenue, ,10,Richmond Hill,Richmond Hill,ONTARIO,CANADA,L4C0V4, ,45111,SPORTING GOODS STORES,41447,AMUSEMENT AND SPORTING GOODS WHOLESALER-DISTRIBUTORS, , ,WHOLESALE OF SPORTS EQUIPMENT. SELLS SPORTS EQUIPMENT TO OTHER RETAIL STORES.,0,0,NA,NOT APPLICABLE,4-Jan,2014,WWW.ACTIVESPORTSINC.CA,AACTIVE786@GMAIL.COM,416-986-7200,0, , , ,Phone,12/20/2019,5/22/2018
107778,634083,4853495, ,8232326 CANADA LTD.,1437,250 FERRIER STREET,250,FERRIER,Street, ,C,Markham,Markham,ONTARIO,CANADA,L3R2Z5,250 FERRIER STREET,250,FERRIER,Street, ,C,MARKHAM,MARKHAM,ONTARIO,CANADA,L3R2Z5, ,45111,SPORTING GOODS STORES, , , , ,RETAIL/WHOLESALE FOR NON-MOTORIZED SCOOTERS,0,0,NA,NOT APPLICABLE,NOT AVAILABLE,0, , ,UNKNOWN,0, , , ,In Person,12/20/2019,8/23/2018
